岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
软件测试工程师,15-30K,3-5年，本科,东莞·大朗镇·松山湖,餐补，五险一金，定期体检，股票期权，零食下午茶，员工旅游，加班补助，补充医疗保险，年终奖，节日福利,华为,计算机软件，不需要融资，10000人以上,自动化测试
软件测试工程师,6-11K,1-3年，大专,保定·竞秀区·电谷,节日福利，年终奖，零食下午茶，带薪年假，五险一金，员工旅游，加班补助,中科服,互联网，不需要融资，100-499人,测试工程师，功能测试，性能测试，LoadRunner，网络安全
软件测试工程师,8-13K·13薪,3-5年，本科,上海·静安区·曹家渡,,易成才教育科技有...,培训机构，500-999人,Python，Postman，JMeter
软件测试工程师,8-13K,1-3年，本科,北京·朝阳区·花家地,节日福利，团建聚餐，零食下午茶，带薪年假，法定节假日三薪,多诺科技,互联网，未融资，20-99人,功能测试，计算机相关专业，英语，财务
软件测试工程师,6-10K,1-3年，本科,北京·海淀区·上地,年终奖，五险一金，加班补助，节日福利，员工旅游，餐补，定期体检，全勤奖，带薪年假,云端微服,计算机软件，未融资，100-499人,禅道，测试工程师，软件测试，SQL
软件测试工程师,5-10K·13薪,1年以内，本科,青岛·崂山区·崂山风景区,,速科,通信/网络设备，100-499人,测试工程师，软件测试，功能测试，性能测试，自动化测试
软件测试工程师,14-20K,3-5年，本科,北京,五险一金，定期体检，带薪年假，员工旅游，节日福利,国控天成,仪器仪表/工业自动化，不需要融资,性能测试，MySQL，功能测试，LoadRunner，测试工程师
软件测试工程师,15-30K·14薪,经验不限，本科,深圳·龙岗区·坂田,离职补偿，节日福利，股票期权，交通补助，定期体检，零食下午茶，补充医疗保险，年终奖，带薪年假，住房补贴，员工旅游，免费班车，加班补助，全勤奖，通讯补贴，餐补，五险一金,华为技术有限公司,计算机软件，不需要融资，10000人以上,功能测试，性能测试，自动化测试，Java，Python，MySQL
软件测试工程师,12-20K·14薪,1-3年，本科,杭州·滨江区·长河,员工旅游，零食下午茶，补充医疗保险，节日福利，高温补贴，定期体检，五险一金，通讯补贴，餐补，年终奖，生日福利，带薪年假,华睿科技,计算机软件，未融资，500-999人,软件测试，功能测试，性能测试
软件测试工程师,7-12K,1-3年，本科,福州,结婚礼金，年终奖，员工旅游，定期体检，生日福利，六险一金，餐补，节日福利,顶点软件,计算机软件，已上市，1000-9999人,软件测试，LoadRunner
软件测试工程师,6-10K,1-3年，大专,杭州·西湖区,五险一金,国科云景,计算机软件，不需要融资，20-99人,功能测试，软件测试，性能测试
软件测试工程师,4-8K,1年以内，本科,南京·玄武区·孝陵卫,,普迈生物,制药，0-20人,测试工程师，软件测试，性能测试，功能测试，系统测试
软件测试工程师,7-9K,3-5年，本科,哈尔滨·松北区·世茂大道,交通补助，年终奖，五险一金，餐补,思灵机器人,智能硬件，B轮，20-99人,功能测试，性能测试，自动化测试，Java，JMeter，MySQL
软件测试工程师,5-7K·13薪,1-3年，大专,珠海·香洲区·唐家湾,五险一金，节日福利，零食下午茶，法定节假日三薪，意外险，交通补助，带薪年假，年终奖，全勤奖，餐补,酷哟科技,互联网，未融资，20-99人,功能测试，Postman，JMeter，兼容测试
软件测试工程师,20-40K·16薪,1年以内，本科,杭州·滨江区·长河,五险一金，年终奖，员工旅游，餐补，补充医疗保险，定期体检，加班补助，带薪年假，通讯补贴，节日福利，全勤奖，交通补助，免费班车，零食下午茶，股票期权，离职补偿，住房补贴,华为技术有限公司,计算机软件，不需要融资，10000人以上,功能测试，性能测试，自动化测试，Java，Python，MySQL
软件测试工程师,11-18K·14薪,3-5年，本科,武汉·蔡甸区·沌口,带薪年假，股票期权，员工旅游，定期体检，通讯补贴，补充医疗保险，免费班车，节日福利，五险一金，交通补助，包吃，年终奖,法雷奥,汽车生产，已上市，10000人以上,功能测试，自动化测试，嵌入式测试，MySQL，嵌入式测试
软件测试工程师,8-12K·13薪,1-3年，本科,宁波,年终奖，定期体检，员工旅游，股票期权，五险一金，餐补，补充医疗保险，节日福利，带薪年假,浙江大仓信息科技,计算机软件，未融资，20-99人,软件测试，2年以上，本科，双休，五险一金
软件测试工程师,5-10K,1-3年，本科,广州·越秀区·五羊新城,节日福利，定期体检，年终奖，带薪年假，五险一金，员工旅游,港鑫科技,计算机软件，不需要融资，100-499人,SQL，系统测试，软件测试，Selenium，LoadRunner
软件测试工程师,6-8K,1-3年，大专,深圳·光明区·公明,,海拓华擎,医疗设备/器械，未融资，20-99人,Jira，计算机相关专业，自动化测试经验
软件测试工程师,4-7K,1-3年，大专,济南·历下区·文化东,,源蛋农牧科技,计算机软件，20-99人,软件测试，功能测试，接口测试
软件测试工程师,8-11K,1-3年，本科,珠海·香洲区·唐家湾,股票期权，五险一金，加班补助，年终奖，节日福利，带薪年假，补充医疗保险，定期体检,慧博云通,计算机软件，已上市，1000-9999人,功能测试，性能测试，自动化测试
软件测试工程师,5-6K,1-3年，大专,苏州·吴中区·苏苑,餐补，带薪年假，加班补助，五险一金,苏州泛云阅泽信息科技,计算机软件，未融资，20-99人,性能测试，功能测试，软件测试，测试开发
软件测试工程师,15-30K·15薪,3-5年，本科,成都·武侯区·新会展中心,五险一金，股票期权，带薪年假，定期体检，年终奖,爱旗,电子/半导体/集成电路，不需要融资,自动化测试，性能测试，黑盒测试
软件测试工程师,8-13K,3-5年，本科,杭州·西湖区·翠苑,五险一金，带薪年假，年终奖，餐补，股票期权，员工旅游，节日福利，定期体检，住房补贴，生日趴,新视窗,计算机软件，未融资，100-499人,功能测试，性能测试，自动化测试
软件测试工程师,13-20K,3-5年，本科,深圳·南山区·西丽,年终奖，员工旅游，加班补助，餐补，定期体检，五险一金，节日福利，带薪年假，股票期权,深圳麦科田,医疗设备/器械，不需要融资，1000-9999人,功能测试，性能测试，嵌入式测试
软件测试工程师,8-13K·13薪,1年以内，大专,上海·徐汇区·田林,补充医疗保险，加班补助，全勤奖，节日福利，工龄福利,斐德,通信/网络设备，B轮，100-499人,功能测试，性能测试
ADAS 软件测试工程师,11-22K,1-3年，本科,上海·嘉定区·嘉定镇,,大陆泰密克,企业服务，1000-9999人,软件测试
软件测试工程师,13-26K,1-3年，本科,北京,五险一金，餐补，零食下午茶，年终奖，员工旅游，补充医疗保险，加班补助，股票期权，定期体检，节日福利,华为,计算机软件，不需要融资，10000人以上,测试，软件测试，自动化测试，Python，Java
软件测试工程师,8-10K·14薪,在校/应届，本科,嘉兴·秀洲区·高照,生日福利，定期体检，意外险，团建聚餐，补充医疗保险，节假日加班费，保底工资，带薪年假，年终奖，零食下午茶，节日福利，五险一金,汉朔科技,新零售，D轮及以上，500-999人,功能测试
软件测试工程师（高级）上海,8-13K,3-5年，本科,上海·徐汇区·龙华,,猴软,计算机软件，未融资，20-99人,测试工程师，Android移动端，IOS
MCU软件测试工程师,10-15K·13薪,经验不限，本科,南京·雨花台区·铁心桥,包吃，五险一金，交通补助，员工旅游，股票期权，节日福利，住房补贴，零食下午茶，年终奖，餐补，带薪年假,欣威视通,智能硬件，已上市，100-499人,自动化测试，嵌入式测试
车载软件测试工程师,12-24K·13薪,3-5年，大专,上海·浦东新区·张江,,布鲸,计算机软件，100-499人,功能测试，性能测试，自动化测试，Python，计算机相关专业
研发软件测试工程师,9-10K,经验不限，本科,苏州·昆山市·玉山,定期体检，餐补，五险一金，带薪年假，包吃，员工旅游，加班补助，全勤奖，补充医疗保险，年终奖,仁宝集团,电子/半导体/集成电路，不需要融资,性能测试，功能测试，Windows
银行软件测试工程师,13-16K,3-5年，本科,北京·丰台区·菜户营,餐补，带薪年假，五险一金，双休，节日福利,天阳科技,计算机软件，已上市，1000-9999人,功能测试，信用卡，信贷，银行
高级软件测试工程师,17-30K,经验不限，本科,上海·浦东新区·金桥,加班补助，节假日加班费，零食下午茶，带薪年假，员工旅游，股票期权，节日福利，法定节假日三薪，定期体检，团建聚餐，生日福利，年终奖，绩效奖金，五险一金,上海华为技术有限公司,通信/网络设备，不需要融资，10000人以上,自动化测试，嵌入式测试，Python，通信相关专业
电源软件测试工程师,12-20K·13薪,3-5年，大专,上海·浦东新区·金桥,全勤奖，年终奖，带薪年假，定期体检，交通补助，餐补，免费班车，股票期权，加班补助，通讯补贴，五险一金，节日福利,新雷能,智能硬件，已上市，1000-9999人,自动化测试，Python，LabView，软件测试
高级软件测试工程师,20-35K·15薪,3-5年，本科,深圳·南山区·南油,年度体检，餐饮及下午茶，家属自选保险，家庭关爱假，弹性工作制，五险一金，节日礼品，补充医疗保险，免费健身设施，就近租房补贴,今日头条,移动互联网，未融资，10000人以上,软件测试，自动化测试，性能测试，功能测试，系统测试
高级软件测试工程师,10-11K,1-3年，本科,北京·延庆区·延庆城区,双休，节日福利，员工旅游，带薪年假，股票期权，年终奖，五险一金,东方金朔,智能硬件，未融资，20-99人,功能测试，性能测试，自动化测试，Python，MySQL，JMeter
中高级软件测试工程师,5-6K·13薪,3-5年，本科,苏州·虎丘区·高新区,零食下午茶，五险一金，年终奖，加班补助，交通补助，带薪年假,利博软件,计算机软件，0-20人,Java，C++，通信相关专业，自动化测试，性能测试
软件测试工程师(J11457),12-16K,3-5年，本科,南京·栖霞区·尧化,交通补助，免费班车，五险一金，定期体检，带薪年假，餐补，年终奖，补充医疗保险，节日福利,天加环境,机械设备/机电/重工，未融资，1000-9999人,功能测试，性能测试，自动化测试
软件测试工程师（影像效果/显示效果/音频）,15-30K,3-5年，本科,深圳·南山区·深圳湾,五险一金，零食下午茶，年终奖，定期体检，带薪年假，股票期权,OPPO,互联网，不需要融资，10000人以上,软件测试，手机测试
软件测试开发工程师（QA工程师）,13-26K,3-5年，本科,杭州·钱塘区·和达东东城,,电动屋,汽车生产，100-499人,Python
小米汽车-整车软件测试工程师（OTA方向）,20-35K·15薪,3-5年，本科,上海·浦东新区·金桥,五险一金，股票期权，餐补，年终奖，定期体检，带薪年假，节日福利，补充医疗保险，12%公积金,小米,互联网，已上市，10000人以上,性能测试，自动化测试
软件测试工程师（人社行业部）,6-8K,1-3年，本科,成都·锦江区·柳江,定期体检，节假日加班费，五险一金，团建聚餐，生日福利，年终奖，工龄奖，带薪年假，节日福利，加班补助，员工旅游,久远银海,计算机软件，已上市，1000-9999人,性能测试，系统测试，安全测试，SQL，Linux，Jmeter
测试工程师,5-10K,1-3年，大专,昆明·官渡区·春城路,年终奖，节日福利，全勤奖，带薪年假，加班补助，员工旅游,三桥科技,计算机软件，未融资，20-99人,性能测试，功能测试，web端测试，移动端测试，接口测试
测试工程师,10-12K,1-3年，本科,北京·海淀区·西三旗,五险一金，年终奖，餐补，通讯补贴，交通补助，节日福利,真如科技,互联网，未融资，20-99人,软件测试，性能测试，SQL，Linux，Android，web端测试
测试工程师,4-9K,1-3年，学历不限,保定,加班补助，带薪年假，五险一金,吉米物联,移动互联网，20-99人,测试工程师，功能测试，硬件，接口测试，软件测试
测试工程师,18-35K,经验不限，本科,南京·雨花台区·软件大道,夜班补助，团建聚餐，带薪年假，零食下午茶，五险一金，加班补助，补充医疗保险，节假日加班费，意外险，法定节假日三薪，免费班车，定期体检，交通补助，员工旅游，年终奖，保底工资，绩效奖金,华为云计算,计算机服务，不需要融资，10000人以上,MySQL，测试开发，自动化测试，接口测试，web端测试
测试工程师,12-18K·14薪,1-3年，本科,北京·昌平区·北七家,五险一金，年终奖，股票期权，员工旅游,北京晨雾科技有限...,计算机服务，A轮，0-20人,Python，服务端测试，web端测试，Shell，SQL
测试工程师,10-11K,1-3年，本科,北京·海淀区·上地,带薪年假，定期体检，通讯补贴，年终奖，补充医疗保险，五险一金，团建聚餐，生日福利，餐补，零食下午茶，有无线网，员工旅游，免费工装，股票期权，免费班车，节日福利，绩效奖金，住房补贴，交通补助，意外险,北醒,智能硬件，C轮，100-499人,软件测试，Python，C++，功能测试，测试开发，嵌入式测试
测试工程师,15-30K,1-3年，本科,北京·朝阳区·三元桥,带薪年假，节日福利，包吃，五险一金,今日要点,互联网，未融资，100-499人,软件测试，自动化测试，Shell，Linux，MySQL
测试工程师,20-40K·16薪,在校/应届，本科,深圳·南山区·科技园,餐饮及下午茶，五险一金，补充医疗保险，家属自选保险，节日礼品，免费健身设施，就近租房补贴，年度体检，家庭关爱假，弹性工作制,今日头条,移动互联网，未融资，10000人以上,移动端，测试工程师，软件测试，接口测试，功能测试
测试工程师,11-18K,3-5年，本科,上海·嘉定区·外冈,餐补，免费班车，带薪年假，年终奖，五险一金，定期体检，员工旅游，节日福利,威派格,智能硬件，已上市，1000-9999人,Python，Linux，自动化测试，接口测试，软件测试，性能测试
测试工程师,5-10K,1-3年，本科,武汉·洪山区·光谷,交通补助，带薪年假，通讯补贴，节日福利，年终奖，定期体检，股票期权，餐补，补充医疗保险，零食下午茶,珞安科技,计算机软件，C轮，100-499人,测试，测试工程师，软件测试，自动化测试，功能测试
测试工程师,7-10K,3-5年，本科,苏州·苏州工业园区·苏州中心商场,,吴中区城区百溪日用百,食品/饮料/烟酒，0-20人,测试工程师，软件测试，自动化测试，性能测试，功能测试
测试工程师,6-8K,3-5年，大专,武汉·洪山区·徐东大街,,佳凯智能,互联网，20-99人,软件测试，测试开发
测试工程师,10-15K·15薪,1-3年，本科,福州·闽侯县·新西客站,定期体检，年终奖，法定节假日三薪，股票期权，零食下午茶，团建聚餐，生日福利，高温补贴，带薪年假，节日福利，意外险，交通补助，通讯补贴，五险一金，补充医疗保险,锐捷网络,通信/网络设备，已上市，10000人以上,自动化测试，软件测试，功能测试，Python，Linux，Windows
测试工程师,6-9K·13薪,1-3年，大专,苏州·苏州工业园区·独墅湖,五险一金，年终奖，员工旅游，节日福利,苏州谷壳网络,计算机软件，未融资，20-99人,软件测试，自动化测试，功能测试，小程序测试
测试工程师,8-13K,1-3年，本科,北京·海淀区·知春路,定期体检，年终奖，带薪年假，员工旅游，股票期权，五险一金,中盛益华,计算机软件，未融资，100-499人,Windows，Linux，MySQL，系统测试，软件测试
测试工程师,10-15K·14薪,1年以内，本科,北京·顺义区·马坡,五险一金，带薪年假，补充医疗保险，年终奖，股票期权，定期体检，免费班车，交通补助,理想汽车,智能硬件，已上市，10000人以上,Python，MySQL，自动化测试，功能测试，性能测试
测试工程师,5-8K,1-3年，本科,佛山·顺德区·北滘,年终奖，节日福利，带薪年假，五险一金,锐特信息,互联网，未融资，500-999人,测试开发，软件测试
测试工程师,12-16K·15薪,3-5年，本科,武汉·洪山区·关山,零食下午茶，员工旅游，加班补助，五险一金，股票期权，住房补贴，年终奖，免费工装，节日福利，定期体检，带薪年假，生日福利,同为股份,通信/网络设备，已上市，1000-9999人,性能测试，软件测试，自动化测试
测试工程师,10-15K,5-10年，本科,长沙·岳麓区·洋湖垸,股票期权，零食下午茶，补充医疗保险，意外险，员工旅游，五险一金，年终奖，交通补助，餐补，节日福利，带薪年假,云畅科技,互联网，不需要融资，100-499人,自动化测试，安全测试，性能测试，功能测试，软件测试
测试工程师,12-20K·13薪,经验不限，本科,深圳·南山区·西丽,零食下午茶，通讯补贴，五险一金，聚餐，定期体检，交通补助，员工旅游，加班补助，带薪年假，餐补，节日福利，季度奖，交通方便,海士通信,通信/网络设备，不需要融资，0-20人,功能测试，性能测试，软件测试
测试工程师,18-35K·15薪,经验不限，本科,杭州·滨江区·长河,员工旅游，节日福利，零食下午茶，五险一金，补充医疗保险，定期体检，加班补助，餐补，年终奖，股票期权,华为,计算机软件，不需要融资，10000人以上,自动化测试，软件测试，测试开发，性能测试，系统测试
测试工程师,5-10K,1-3年，大专,南宁·良庆区·青山路,节日福利，带薪年假，加班补助，定期体检，通讯补贴，餐补，补充医疗保险，年终奖，零食下午茶，五险一金,H3C,信息安全，未融资，10000人以上,SQL，软件测试，银行测试，MySQL，银行，金融
测试工程师,20-30K,3-5年，本科,北京·海淀区·海淀北部新区,加班补助，补充医疗保险，员工旅游，年终奖，五险一金，股票期权，节日福利，餐补，定期体检，零食下午茶,华为,计算机软件，不需要融资，10000人以上,性能测试，自动化测试，软件测试
测试工程师,8-10K·13薪,3-5年，本科,宁波·鄞州区·南部商务区,餐补，五险一金，年终奖，定期体检，节日福利，带薪年假，补充医疗保险，加班补助，股票期权，员工旅游,领雁科技,计算机软件，不需要融资，1000-9999人,自动化测试，自动化测试经验，软件测试
测试工程师,12-23K·14薪,经验不限，本科,西安·雁塔区·高新软件园,股票期权，年终奖，员工旅游，定期体检，零食下午茶，餐补，五险一金，节日福利，加班补助，补充医疗保险,华为,计算机软件，不需要融资，10000人以上,自动化测试，性能测试，测试开发，Python，Java，Shell
测试工程师,12-20K·14薪,3-5年，本科,北京·西城区·西直门,五险一金，带薪年假，节日福利,哗啦啦,移动互联网，不需要融资，1000-9999人,软件测试，功能测试，接口测试，黑盒测试
测试工程师,6-8K,1-3年，本科,上海·徐汇区·上海南站,,欢趣网络,移动互联网，A轮，20-99人,软件测试，手机测试，测试
测试工程师,20-30K·16薪,3-5年，本科,北京·朝阳区·安贞,交通补助，员工旅游，带薪年假，年终奖，定期体检，补充医疗保险，餐补，通讯补贴，节日福利，五险一金，零食下午茶,快看漫画,文化/体育/娱乐，D轮及以上，500-999人,Linux，性能测试，接口测试，APP测试，Charles，软件测试
测试工程师,5-8K,1-3年，本科,武汉·江夏区·光谷东,五险一金，定期体检，年终奖，节日福利,湖北浮泽,互联网，未融资，100-499人,软件测试，安全测试，APP测试
测试工程师,11-20K,3-5年，本科,深圳·南山区·科技园,员工旅游，定期体检，零食下午茶，带薪年假，五险一金，节日福利，年终奖,智果云信息科技(...,智能硬件，天使轮，0-20人,软件测试，性能测试，接口测试，硬件测试，APP测试
BSP测试工程师,11-22K,经验不限，本科,无锡·新吴区·新安,补充医疗保险，节日福利，定期体检，餐补，股票期权，年终奖，员工旅游，带薪年假，交通补助，五险一金,华勤技术股份有限公司,智能硬件，B轮，10000人以上,软件测试，系统测试，黑盒测试，手机测试
测试工程师（中级）,7-10K·13薪,1-3年，大专,长沙·岳麓区·观沙岭,交通补助，补充医疗保险，全勤奖，员工旅游，带薪年假，股票期权，加班补助，年终奖，五险一金，餐补，通讯补贴，定期体检,长沙问白衣智能科...,电子商务，100-499人,软件测试，自动化测试，功能测试，接口测试，小程序测试
测试工程师,4-8K,1-3年，大专,南昌·红谷滩区·红角洲,全勤奖，通讯补贴，意外险，工龄奖，夜班补助，保底工资，交通补助，有无线网，餐补，加班补助，住房补贴，生日福利，年终奖,科链九维,电子商务，不需要融资，0-20人,功能测试，性能测试，压力测试，计算机相关专业
测试工程师,11-17K,3-5年，本科,北京·朝阳区·朝阳门,定期体检，交通补助，五险一金，节日福利，补充医疗保险，带薪年假，加班补助,独角蜂,计算机软件，100-499人,功能测试，性能测试，自动化测试，寿险行业
测试工程师,7-10K,3-5年，大专,佛山,生日福利，节日福利，员工旅游,韦奇伍德,家具/家电/家居，未融资，100-499人,功能测试，性能测试，测试工作经验
测试工程师,7-10K,3-5年，大专,无锡·新吴区·新安,生日福利，节日福利，带薪年假，加班补助，零食下午茶，员工旅游，法定节假日三薪，团建聚餐，保底工资，底薪加提成，五险一金，定期体检，有无线网，绩效奖金,恒为信息科技,互联网，天使轮，20-99人,功能测试，性能测试，自动化测试
测试工程师,15-30K·14薪,3-5年，本科,北京·大兴区·亦庄,餐补，住房补贴，带薪年假，节日福利，免费班车，年终奖，补充医疗保险，五险一金，全勤奖,京东乾石,互联网，已上市，10000人以上,Java，Python，SQL，Linux，MySQL，接口自动化测试
测试工程师,7-10K,在校/应届，大专,常州,年终奖，员工旅游，住房补贴，加班补助，五险一金，餐补，股票期权，带薪年假,绿能新能源,检测/认证，0-20人,性能测试
测试工程师,11-16K·15薪,1-3年，本科,南京·江宁区·胜太路,餐补，节日福利，交通补助，加班补助，零食下午茶，年终奖，全勤奖，五险一金，住房补贴，定期体检，股票期权，带薪年假，员工旅游,中安智能,计算机软件，A轮，100-499人,Linux，性能测试，功能测试，Python
测试工程师,9-12K,3-5年，本科,广州·天河区·岑村,交通补助，通讯补贴，定期体检，带薪年假，意外险，补充医疗保险，年终奖，五险一金，朝九晚六，股票期权，餐补,神州信息,计算机软件，已上市，10000人以上,自动化测试，性能测试，计算机相关专业，测试工作经验
测试工程师,12-15K·16薪,1-3年，本科,深圳·宝安区·石岩,定期体检，五险一金，补充医疗保险，加班补助，年终奖，员工旅游，股票期权，带薪年假，节日福利,创维光伏,新能源，未融资，100-499人,计算机相关专业
测试工程师,18-36K,经验不限，本科,深圳·南山区·科技园,包吃，员工旅游，通讯补贴，交通补助，年终奖，股票期权，餐补，五险一金，带薪年假，免费班车，定期体检，节日福利，零食下午茶，加班补助,顺丰科技,互联网，不需要融资，1000-9999人,自动化测试，性能测试，功能测试
测试工程师,12-20K,3-5年，本科,深圳·南山区·西丽,年终奖，股票期权，五险一金，全勤奖，员工旅游，带薪年假，定期体检，餐补，节日福利，零食下午茶,辰卓科技,通信/网络设备，A轮，20-99人,系统测试，示波器，万用表
测试工程师,5-10K,1-3年，本科,杭州·滨江区·浦沿,五险一金，绩效奖金，生日福利，带薪年假，员工旅游，节日福利，定期体检，零食下午茶,迦智科技,计算机软件，C轮，100-499人,功能测试，系统测试，机器人，Linux，人工智能，自动化测试
测试工程师,8-10K,经验不限，本科,珠海·香洲区·金鼎,,洁源电器,汽车零部件，100-499人,性能测试，测试工作经验，嵌入式测试
测试工程师,10-15K,3-5年，本科,苏州·昆山市·玉山,股票期权，住宿，年终奖，定期体检，免费班车，节日福利，餐补，五险一金，带薪年假,三一重机有限公司,机械设备/机电/重工，已上市，10000人以上,Java，SQL，测试开发
测试工程师,5-10K,经验不限，本科,石家庄·鹿泉区·上庄镇,包吃，免费班车，五险一金，带薪年假，住房补贴，餐补，节日福利,神玥软件,计算机软件，已上市，1000-9999人,功能测试，压力测试，性能测试，MySQL，JMeter
测试工程师,6-11K·15薪,1-3年，大专,洛阳·涧西区·武汉路,通讯补贴，节日福利，零食下午茶，带薪年假，股票期权，定期体检，年终奖，五险一金,视微,医疗设备/器械，C轮，100-499人,功能测试，性能测试，压力测试
测试工程师,10-15K·13薪,1-3年，大专,西安·雁塔区·高新软件园,,淼净,移动互联网，100-499人,系统测试
测试工程师,10-15K·16薪,1-3年，本科,北京·海淀区·西北旺,五险一金，定期体检，补充医疗保险，零食下午茶，节日福利，股票期权，带薪年假，年终奖，免费班车，通讯补贴，餐补，全勤奖，员工旅游,世纪高通,数据服务，不需要融资，100-499人,性能测试，Postman，Jmeter
测试工程师,12-20K,1-3年，大专,北京·东城区·工体,不扣考勤，带薪年假，图书补助，年终奖，餐补，股票期权，两餐，五险一金，零食下午茶，交通补助，节日福利,客知音,计算机软件，A轮，20-99人,测试工程师，自动化测试，Python，Shell，网络协议
测试工程师,3-6K,经验不限，大专,湛江,,天盈,贸易/进出口，0-20人,功能测试，性能测试，系统测试，测试开发
测试工程师,11-14K,5-10年，大专,深圳·福田区·车公庙,,上海瑞应人才科技,计算机软件，500-999人,功能测试，移动端，产险，平安
测试工程师,20-40K,3-5年，本科,杭州·西湖区·黄龙,五险一金,蚂蚁智信(杭州)信息,互联网，1000-9999人,测试工程师，接口测试，测试开发，白盒测试，Java，Shell
测试工程师,10-15K,1-3年，本科,北京·海淀区·中关村,团建聚餐，工龄奖，零食下午茶，底薪加提成，定期体检，餐补，五险一金，节日福利，生日福利，保底工资，免费工装，员工旅游,36氪集团,互联网，已上市，1000-9999人,功能测试，web测试，手机测试
测试工程师,10-15K·15薪,1-3年，本科,武汉·武昌区·司门口,带薪年假，补充医疗保险，五险一金，年终奖，生日福利，团建旅游，带薪病假，餐补，通讯补贴,上扬软件,计算机软件，C轮，100-499人,功能测试，性能测试，压力测试，JMeter，Selenium
测试工程师,14-24K,3-5年，本科,北京·通州区,五险一金，补充医疗保险，免费班车，餐补,京东科技集团,互联网，不需要融资，1000-9999人,功能测试，性能测试，自动化测试
测试工程师,6-8K,经验不限，本科,成都·双流区·华阳,加班补助，团建聚餐，股票期权，定期体检，绩效奖金,钦原科技,计算机软件，未融资，1000-9999人,手机测试，性能测试，压力测试，功能测试，计算机相关专业
测试工程师,11-16K,3-5年，大专,东莞·清溪镇·香芒东路,员工旅游，补充医疗保险，定期体检，带薪年假，全勤奖，年终奖，加班补助，五险一金，免费班车，餐补，交通补助,联滔电子,电子/半导体/集成电路，已上市,计算机相关专业，通信相关专业，测试工作经验
测试工程师,4-5K,经验不限，大专,佛山·顺德区·陈村,零食下午茶，五险一金，生日福利，宿舍有空调，通讯补贴，年终奖，团建聚餐，培训，带薪年假，餐补，加班补助，高温补贴，节日福利，包住，绩效奖金，底薪加提成，节假日加班费，员工旅游，包吃,沃特检验集团,其他行业，未融资，1000-9999人,功能测试，性能测试，安全测试，负载测试
测试工程师,15-20K,3-5年，学历不限,上海·徐汇区·漕河泾,节日福利，补充医疗保险，带薪年假，餐补，股票期权，通讯补贴，交通补助，五险一金，定期体检，零食下午茶，年终奖,奇安信集团,信息安全，已上市，1000-9999人,功能测试，自动化测试
测试工程师,8-12K,3-5年，大专,苏州·昆山市·锦溪,餐补，住房补贴，免费班车，年终奖，节日福利，员工旅游，全勤奖，带薪年假，补充医疗保险，定期体检，加班补助，五险一金，包吃,立讯科技,电子/半导体/集成电路，不需要融资,测试开发
测试工程师,10-15K·13薪,3-5年，本科,广州·海珠区·琶洲,节日福利，五险一金，带薪年假，零食下午茶，交通补助，餐补，年终奖，股票期权，定期体检，免费班车，补充医疗保险，员工旅游,阿里巴巴智能信息事业群,互联网，已上市，1000-9999人,Python，Java，自动化测试，接口测试，性能测试，B/S端
测试工程师,6-10K·13薪,1-3年，本科,秦皇岛·海港区·文化路,团建聚餐，节日福利，全勤奖，五险一金，绩效奖金,秦皇岛米泽科技,互联网，0-20人,功能测试，性能测试
测试工程师,4-5K,1年以内，大专,无锡·新吴区·新安,,今腾电子,日化，未融资，100-499人,autocad
测试工程师,16-28K·15薪,5-10年，本科,嘉兴,宿舍有空调，生日福利，餐补，高温补贴，五险一金，通讯补贴，加班补助，包住，工龄奖，包吃，绩效奖金，团建聚餐，定期体检，年终奖，免费工装，法定节假日三薪，有无线网，带薪年假，员工旅游，节日福利,海得新能源,互联网，未融资，100-499人,功能测试，性能测试，自动化测试，测试工作经验
测试工程师,8-10K·13薪,经验不限，本科,湖州·长兴县·人民南路,包住，有无线网，交通补助，加班补助，生日福利，通讯补贴，节日福利，带薪年假，宿舍有空调，免费班车，定期体检，餐补，住房补贴，年终奖，团建聚餐，全勤奖，五险一金，免费工装,天能帅福得,新能源，已上市，1000-9999人,性能测试，功能测试
支付类测试工程师,10-15K,3-5年，大专,上海·黄浦区·五里桥,节日福利，带薪年假，五险一金，员工旅游，定期体检，年终奖,龙诺,电子商务，未融资，20-99人,功能测试，软件测试，黑盒测试
测试工程师,5-8K·13薪,1-3年，大专,温州·龙湾区·状元,员工旅游，餐补，全勤奖，年终奖，加班补助，带薪年假，保底工资，绩效奖金，零食下午茶，交通补助，生日福利，节日福利,易天科技,计算机软件，未融资，20-99人,功能测试，性能测试，JMeter，Postman，Fiddler
汽车电子测试工程师,11-18K,3-5年，大专,保定·莲池区·农大西校区,,回城信息科技技术,计算机软件，100-499人,软件测试
测试工程师,5-8K,1-3年，大专,西安·雁塔区·科技路西口,,优能科技,计算机软件，20-99人,功能测试，压力测试，JMeter，Postman，测试工作经验
测试工程师,10-11K,1-3年，本科,天津·东丽区·钢管公司,,天津中汽研新能源...,检测/认证，100-499人,功能测试，性能测试，测试工作经验，自动化测试经验
tbox测试工程师,11-17K·13薪,3-5年，本科,上海·嘉定区·安亭,,埃维汽车,互联网，500-999人,tbox，IAM，ICB
测试工程师（实习）,3-5K,经验不限，本科,北京·海淀区·中关村,年终奖，带薪年假，加班补助，节日福利，员工旅游，餐补，五险一金，绩效奖金，交通补助，年度调薪,搜狐焦点,互联网，未融资，0-20人,测试
