岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
软件测试工程师,8-13K,3-5年 本科,苏州·相城区·蠡口家具城,五险一金，加班补助，带薪年假，全勤奖，员工旅游，餐补，年终奖,昆山一百,计算机软件未融资100-499人,['自动化测试功能测试性能测试白盒测试web端测试']
软件测试工程师,5-7K·13薪,经验不限 大专,珠海·香洲区·吉大,带薪年假，定期体检，节日福利，年终奖，加班补助，五险一金，员工旅游，股票期权，全勤奖,天心天思,计算机软件不需要融资100-499人,['功能测试计算机相关专业测试工作经验']
软件测试工程师,8-9K,3-5年 本科,青岛·崂山区·崂山风景区,五险一金，定期体检，团建，员工旅游，加班补助，零食下午茶，节日福利，生日福利,中科泰岳,互联网未融资100-499人,['自动化测试性能测试安全测试手机测试']
软件测试工程师,7-12K,3-5年 本科,长沙·开福区·湘雅路,五险一金,华瓴科技,计算机软件未融资500-999人,['软件测试性能测试功能测试接口测试APP测试']
软件测试工程师（锦程）,10-14K·13薪,3-5年 本科,成都·武侯区·桂溪,五险一金，节日福利，加班补助，零食下午茶，餐补，带薪年假，年终奖，定期体检，员工旅游，免费班车,中软国际,计算机软件已上市10000人以上,['自动化测试功能测试JavaPython']
高级软件测试工程师,4-6K,3-5年 大专,郴州,,湖南云微众创数字电商,电子商务20-99人,['功能测试性能测试压力测试JavaPython']
高级软件测试工程师,10-20K,3-5年 本科,上海·黄浦区·外滩,,DefyMedia,互联网0-20人,['功能测试web测试自动化测试']
Rom软件测试工程师_System_Third,10-13K,1-3年 本科,深圳·福田区·沙头,年终奖，补充医疗保险，五险一金，定期体检，员工旅游，节日福利，股票期权，通讯补贴，带薪年假，零食下午茶,一加手机,移动互联网不需要融资1000-9999人,['手机测试功能测试android测试']
电源软件测试工程师,12-20K·13薪,3-5年 大专,上海·浦东新区·金桥,全勤奖，年终奖，带薪年假，定期体检，交通补助，餐补，免费班车，股票期权，加班补助，通讯补贴，五险一金，节日福利,新雷能,智能硬件已上市1000-9999人,['自动化测试PythonLabView软件测试']
初中级软件测试工程师,9-14K·14薪,1-3年 本科,上海,应届生房贴，员工旅游，零食下午茶，法定假日，带薪年假，股票期权，节日福利，年终奖，免费健身区，应届生安家补，奖金，礼金，员工培训，通讯补贴，定期体检，五险一金,英方软件,互联网已上市500-999人,['PythonSQL自动化测试LinuxWindows性能测试']
软件测试工程师（五险一金+双休）,8-13K·13薪,1-3年 本科,宁波·江北区·洪塘,零食下午茶，加班补助，定期体检，全勤奖，补充医疗保险，年终奖，股票期权，带薪年假，员工旅游，五险一金，节日福利,乐檬信息,计算机软件不需要融资500-999人,['功能测试']
高级软件测试工程师（管理方向）,15-20K,3-5年 本科,上海,员工旅游，带薪年假，年终奖，五险一金，节日福利,松鼠AI,互联网B轮1000-9999人,['性能测试JavaShellLinuxJmeterLoadRunner']
软件测试开发工程师（QA工程师）,13-26K,3-5年 本科,杭州·钱塘区·和达东东城,,电动屋,汽车生产100-499人,['Python']
测试工程师,4-9K,1-3年 学历不限,保定,加班补助，带薪年假，五险一金,吉米物联,移动互联网20-99人,['测试工程师功能测试硬件接口测试软件测试']
测试工程师,30-50K·15薪,3-5年 本科,上海·浦东新区·陆家嘴,包吃，免费班车，股票期权，住房补贴，带薪年假，交通补助，定期体检，五险一金，加班补助，餐补，全勤奖，年终奖，通讯补贴，节日福利，零食下午茶，员工旅游,蚂蚁集团,互联网D轮及以上10000人以上,['软件测试自动化测试功能测试移动端测试web端测试']
测试工程师,6-8K,1-3年 本科,青岛·城阳区·红岛,定期体检，年终奖，五险一金，住房补贴，股票期权，交通补助,兴趣,移动互联网不需要融资0-20人,['软件测试自动化测试性能测试功能测试接口测试']
测试工程师,8-13K,1-3年 本科,无锡·新吴区·新安,交通补助，生日福利，加班补助，团建聚餐，带薪年假，员工旅游，餐补，节日福利，年终奖，定期体检，五险一金,医迈德,互联网未融资20-99人,['软件测试接口测试']
测试工程师,15-25K·14薪,5-10年 本科,武汉·江夏区·光谷,节日福利，补充医疗保险，定期体检，餐补，五险一金，带薪年假，年终奖，零食下午茶,中国系统,计算机软件未融资10000人以上,['软件测试自动化测试功能测试接口测试性能测试']
测试工程师,6-11K·14薪,5-10年 本科,苏州·昆山市·锦溪,五险一金，股票期权，生日福利，定期体检，宿舍有空调，带薪年假，加班补助，节假日加班费，法定节假日三薪，年终奖，餐补，节日福利，夜班补助，包住，团建聚餐，员工旅游,立讯电子科技,通信/网络设备已上市10000人以上,['自动化测试软件测试性能测试功能测试硬件测试']
测试工程师,4-5K,经验不限 大专,杭州·萧山区·北干,餐补，通讯补贴,杰创智慧,工程施工未融资20-99人,['功能测试系统测试软件测试']
测试工程师,12-20K·13薪,经验不限 本科,深圳·南山区·西丽,零食下午茶，通讯补贴，五险一金，聚餐，定期体检，交通补助，员工旅游，加班补助，带薪年假，餐补，节日福利，季度奖，交通方便,海士通信,通信/网络设备不需要融资0-20人,['功能测试性能测试软件测试']
测试工程师,15-30K,经验不限 本科,南京·浦口区·沿江,,尊湃通讯,电子/半导体/集成电路20-99人,['软件测试自动化测试性能测试功能测试PythonShell']
测试工程师,11-20K,3-5年 本科,深圳·南山区·科技园,员工旅游，定期体检，零食下午茶，带薪年假，五险一金，节日福利，年终奖,智果云信息科技(...,智能硬件天使轮0-20人,['软件测试性能测试接口测试硬件测试APP测试']
测试工程师,11-18K,5-10年 本科,南京·玄武区·徐庄软件园,交通补助，五险一金，定期体检，节日福利，带薪年假，餐补，年终奖，通讯补贴,Suning,批发/零售已上市10000人以上,['web测试功能测试自动化测试接口测试软件测试']
测试工程师,4-5K,经验不限 本科,石家庄·桥西区·红旗,高温补贴，绩效奖金，节日福利，年终奖,赛克普泰,信息安全不需要融资100-499人,['安全测试软件测试']
测试工程师,12-24K,1-3年 本科,成都·郫都区·高新西,定期体检，餐补，五险一金，补充医疗保险，零食下午茶，节日福利，股票期权，加班补助，员工旅游，年终奖,华为,计算机软件不需要融资10000人以上,['Python软件测试自动化测试性能测试功能测试']
测试工程师,15-30K,5-10年 本科,北京·朝阳区·望京,免费班车，年终奖，五险一金，交通补助，补充医疗保险，股票期权，定期体检，带薪年假,理想汽车,智能硬件已上市10000人以上,['自动化测试Android车联网地图导航软件测试']
测试工程师,20-40K·14薪,1-3年 本科,北京·海淀区·西北旺,带薪年假，补充医疗保险，节日福利，交通补助，夜宵，加班补助，年终奖，零食下午茶，五险一金，定期体检，股票期权，免费班车，加班费，员工旅游,荣耀终端,互联网未融资10000人以上,['功能测试软件测试']
测试工程师,25-40K·14薪,3-5年 本科,北京·大兴区·亦庄,定期体检，免费班车，餐补，零食下午茶，带薪年假，补充医疗保险，股票期权，员工旅游，年终奖，交通补助，包吃，节日福利，五险一金,京东集团,电子商务已上市10000人以上,['软件测试自动化测试JavaShellTestNGLinux']
测试工程师,12-18K,3-5年 本科,杭州·滨江区·长河,免费班车，带薪年假，高温补贴，补充医疗保险，免息住房借款，通讯补贴，餐补，交通补助，生日福利，股票期权，团建聚餐，五险一金，定期体检，年终奖,海康威视,计算机软件已上市10000人以上,['功能测试系统测试软件测试黑盒测试']
测试工程师,10-15K·13薪,1-3年 本科,北京·丰台区·科技园区,股票期权，员工旅游，定期体检，年终奖，带薪年假，节日福利，五险一金，补充医疗保险，交通补助，餐补，通讯补贴,海鑫科金,计算机软件已上市1000-9999人,['软件测试自动化测试性能测试功能测试接口测试']
测试工程师,8-13K·13薪,1-3年 本科,福州·鼓楼区·古田路,年终奖，零食下午茶，定期体检，员工旅游，五险一金，带薪年假，节日福利，股票期权,上海掌数科技有限公司,计算机软件未融资100-499人,['自动化测试经验Shell测试工作经验性能测试压力测试']
测试工程师,12-20K·13薪,5-10年 本科,北京·西城区·宣武门,餐补，五险一金，年终奖，定期体检，员工旅游，零食下午茶，通讯补贴，节日福利，带薪年假,中诺数科,互联网金融A轮100-499人,['功能测试性能测试MySQLJMeterPostman']
中高级测试工程师,13-18K,3-5年 本科,深圳·南山区·科技园,包吃，交通补助，餐补，带薪年假，意外险，员工旅游，住房补贴，定期体检，免费班车，零食下午茶，绩效奖金，免费早晚餐，节日福利，补充医疗保险，五险一金，公仔周边活动，免费健身房，有无线网，年终奖，股票期权,腾讯,互联网不需要融资10000人以上,['自动化测试性能测试功能测试接口测试系统测试']
测试工程师,4-6K,经验不限 大专,泰州·高港区·永安,,中科派沃,仪器仪表/工业自动化0-20人,['硬件测试']
测试工程师,7-8K,1-3年 大专,石家庄·桥西区·时光街,五险一金，加班补助，节日福利，员工旅游，餐补，全勤奖，通讯补贴，交通补助，带薪年假，年终奖,中乐能源,新能源不需要融资20-99人,['自动化测试性能测试接口测试压力测试安全测试']
测试工程师,5-7K,在校/应届 高中,深圳·宝安区·宝安机场,五险一金，定期体检，加班补助，节日福利，股票期权，带薪年假，员工旅游，年终奖，通讯补贴，生日会,微测检测,企业服务未融资100-499人,['EMC测试硬件测试手机测试']
测试工程师,15-30K·13薪,经验不限 本科,西安·雁塔区·高新软件园,餐补，定期体检，五险一金，股票期权，加班补助，员工旅游，年终奖，补充医疗保险，节日福利，零食下午茶,华为,计算机软件不需要融资10000人以上,['功能测试自动化测试渗透测试Python计算机相关专业']
测试工程师,4-5K,1年以内 本科,杭州·余杭区·仓前,节假日加班费，有无线网，团建聚餐，节日福利，法定节假日三薪，五险一金,磐如科技,互联网未融资20-99人,['功能测试PostmanFiddler计算机相关专业']
测试工程师,8-13K,1-3年 本科,南京·建邺区·奥体,,小数点,互联网金融不需要融资100-499人,['测试测试工程师软件测试自动化测试性能测试']
测试工程师,5-10K,1-3年 大专,南宁·良庆区·青山路,节日福利，带薪年假，加班补助，定期体检，通讯补贴，餐补，补充医疗保险，年终奖，零食下午茶，五险一金,H3C,信息安全未融资10000人以上,['SQL软件测试银行测试MySQL银行金融']
测试工程师,10-15K,经验不限 本科,杭州·西湖区·黄龙,节日福利，餐补，包住，意外险，住房补贴，通讯补贴，宿舍有空调，免费工装，绩效奖金，定期体检，交通补助，五险一金，带薪年假，生日福利，高温补贴，团建聚餐，有无线网，包吃,百世集团,物流/仓储已上市10000人以上,['软件测试PythonJava物流']
测试工程师,11-18K,3-5年 本科,深圳·南山区·科技园,定期体检，免费班车，节日福利，年终奖，五险一金，带薪年假,博彦科技,计算机软件已上市10000人以上,['JavaPython计算机相关专业']
测试工程师,11-22K·13薪,1-3年 本科,上海·长宁区·娄山关路,五险一金，节日福利，股票期权，年终奖，带薪年假，零食下午茶，员工旅游，定期体检，免费班车,乐心医疗,医疗健康已上市1000-9999人,['自动化测试']
测试工程师,20-35K,3-5年 本科,北京·朝阳区·朝青,餐补，定期体检，员工旅游，通讯补贴，底薪加提成，免费班车，年终奖，高温补贴，节日福利，加班补助，交通补助，补充医疗保险，带薪年假，生日福利，绩效奖金，五险一金,中信银行,银行已上市10000人以上,['测试工程师自动化测试功能测试系统测试Python']
测试工程师,5-10K·13薪,1-3年 大专,中山·火炬开发区·中山港,定期体检，餐补，股票期权，带薪年假，年终奖，加班补助，五险一金，包吃，零食下午茶，补充医疗保险，节日福利,讯芯科技,媒体已上市1000-9999人,['DPS']
测试工程师,7-12K,1-3年 本科,合肥·蜀山区·高新区,加班补助，绩效奖金，员工旅游，包住，五险一金，员工宿舍，包吃，交通补助，团建聚餐，通讯补贴，节假日加班费，工龄奖，免费班车，年终奖，节日福利，定期体检，餐补，补充医疗保险，宿舍有空调，带薪年假,阳光电源股份有限公司,新能源已上市1000-9999人,['功能测试性能测试Jira测试工作经验']
测试工程师,6-11K,3-5年 中专/中技,东莞·凤岗镇·龙凤山庄,社保，加班补助，包吃，带薪年假,鑫福数控,仪器仪表/工业自动化未融资20-99人,['性能测试功能测试硬件CNC数控机床CNC加工中心']
测试工程师,6-11K,1-3年 本科,苏州·张家港市·杨舍镇,带薪年假，补充医疗保险，员工旅游，通讯补贴，交通补助，零食下午茶，股票期权，节日福利，五险一金，年终奖，定期体检,苏州方兴,计算机软件B轮100-499人,['测试工程师自动化测试PythonJava']
测试工程师,5-8K,1-3年 大专,宁波·余姚市·低塘,,立高邦德,化工20-99人,['功能测试性能测试理化测试应用测试']
测试工程师（中级）,7-10K·13薪,1-3年 大专,长沙·岳麓区·观沙岭,交通补助，补充医疗保险，全勤奖，员工旅游，带薪年假，股票期权，加班补助，年终奖，五险一金，餐补，通讯补贴，定期体检,长沙问白衣智能科...,电子商务100-499人,['软件测试自动化测试功能测试接口测试小程序测试']
测试工程师,8-10K,经验不限 本科,珠海·香洲区·金鼎,,洁源电器,汽车零部件100-499人,['性能测试测试工作经验嵌入式测试']
测试工程师,3-6K,1-3年 大专,潮州·潮安区·江东镇,,科力佳,家具/家电/家居不需要融资100-499人,['测试测试工程师系统测试性能测试功能测试']
测试工程师,14-16K,3-5年 本科,东莞·中堂镇·中堂中心,股票期权，餐补，带薪年假，节日福利，年终奖，加班补助，员工旅游，通讯补贴，政府人才房，五险一金，交通补助,赢时胜,计算机软件已上市1000-9999人,['自动化测试UI自动化测试接口测试OracleMySQL']
测试工程师,10-15K,3-5年 本科,成都·武侯区·金融城,股票期权，餐补，全勤奖，节日福利，员工旅游，补充医疗保险，五险一金，零食下午茶，带薪年假，加班补助,中睿天下,信息安全C轮100-499人,['自动化测试功能测试性能测试压力测试网络测试']
测试工程师,10-15K·13薪,1-3年 大专,西安·雁塔区·高新软件园,,淼净,移动互联网100-499人,['系统测试']
测试工程师,10-15K,1年以内 大专,深圳·宝安区·石岩,五险一金,汇腾,仪器仪表/工业自动化未融资0-20人,['性能测试功能测试硬件测试']
测试工程师,7-9K,1年以内 本科,深圳·宝安区·西乡,五险一金，年终奖，股票期权，带薪年假，员工旅游，节日福利，零食下午茶,Bmorn,通信/网络设备不需要融资500-999人,['性能测试笔记本windows']
测试工程师,6-7K,1-3年 本科,长春·南关区·全安,年终奖，股票期权，餐补，节日福利，带薪年假，通讯补贴，加班补助，零食下午茶，交通补助，五险一金，定期体检,博思数采,计算机软件未融资500-999人,['功能测试计算机相关专业通信相关专业测试工作经验']
测试工程师,12-14K,3-5年 本科,南京·雨花台区·雨花新村,,江苏金农,计算机软件20-99人,['自动化测试']
测试工程师,10-15K,在校/应届 本科,北京·丰台区·青塔,加班补助，餐补，包吃，带薪年假，员工旅游，年终奖，节日福利，五险一金，定期体检,大华会计师事务所,企业服务未融资1000-9999人,['PythonJavaSQLMySQLSQL Server']
测试工程师,8-13K,1-3年 本科,上海·浦东新区·周浦,股票期权，节日福利，年终奖，员工旅游，带薪年假，五险一金，零食下午茶，定期体检,锦瑟医疗,医疗设备/器械A轮20-99人,['白盒测试测试开发']
测试工程师,5-7K,1-3年 本科,济宁·邹城市·邹城汽车站,项目奖金，有无线网，五险一金，工会福利，定期体检，工龄奖，生日福利，绩效奖金，高温补贴，双休，带薪年假，加班补助，法定节假日三薪，夏季高温补助,北斗天地股份有限公司,通信/网络设备不需要融资100-499人,['功能测试计算机相关专业通信相关专业测试工作经验']
测试工程师,10-15K,经验不限 硕士,北京,节日福利，免费班车，定期体检，餐补，五险一金，免费宿舍，带薪年假，补充医疗保险,JCZ,其他行业已上市100-499人,['功能测试系统测试硬件测试Python']
测试工程师,4-6K,经验不限 大专,东莞·黄江镇·黄江大道,零食下午茶，包吃，购买五险，加班补助，包住,弘诺产品检测有限公司,信息安全20-99人,['性能测试']
测试工程师,3-4K,经验不限 大专,东莞·长安镇·长安镇区,员工旅游，节日福利，五险一金，包吃，加班补助，住房补贴，全勤奖，零食下午茶，年终奖,东莞市硕信电子科技,电子商务未融资100-499人,['测试工程师']
测试工程师,5-6K,经验不限 中专/中技,武汉·江夏区·光谷,,咏庭文化科技,生活服务20-99人,['自动化测试']
测试工程师,7-10K·13薪,经验不限 大专,南京·江宁区·东山,,嘉桓,计算机软件500-999人,['自动化测试性能测试系统测试PythonJavaJmeter']
测试工程师,6-11K,1-3年 大专,莆田·荔城区·正荣国际中心,团建聚餐，零食下午茶，住房公积金，带薪年假，生日会，加班补助，节假日加班费，年终奖，生日福利，交通补助，节日福利，员工旅游，五险一金,圆马信息,移动互联网未融资20-99人,['自动化测试性能测试接口测试压力测试']
测试工程师,11-22K,3-5年 大专,广州·天河区·东湖,补充医疗保险，带薪年假，节日福利，年终奖，零食下午茶，员工旅游，五险一金,深圳乐汇薪网,计算机软件20-99人,['功能测试性能测试JavaPython计算机相关专业']
测试工程师,6-8K,经验不限 大专,武汉·江夏区·藏龙岛,年终奖,匠刃,运营商/增值服务不需要融资0-20人,['SQLOracleMySQLSQL Server自动化测试性能测试']
CAN总线测试工程师,10-13K·13薪,3-5年 本科,惠州·惠城区·仲恺,节日福利，五险一金，带薪年假，包吃，餐补，员工旅游，年终奖，免费班车，定期体检，零食下午茶，加班补助，补充医疗保险，交通补助,德赛西威,汽车零部件已上市1000-9999人,['软件测试系统测试整机测试接口测试']
测试工程师,6-10K,1-3年 本科,北京·海淀区·四季青,节日福利，交通补助，员工旅游，带薪年假，补充医疗保险，餐补，五险一金,北京继教网教育科...,在线教育未融资100-499人,['功能测试']
测试工程师,14-19K,3-5年 本科,廊坊·三河市·新世界百货燕郊,节日福利，零食下午茶，带薪年假，加班补助，补充医疗保险，通讯补贴，交通补助，免费班车，定期体检，团建活动，五险一金，生日福利,软通动力,计算机软件已上市10000人以上,['保险理赔']
测试工程师,13-22K·14薪,经验不限 本科,杭州·滨江区·长河,免费班车，五险一金，节日福利，意外险，底薪加提成，绩效奖金，带薪年假，年终奖，加班补助，有无线网，法定节假日三薪，保底工资，免费工装，团建聚餐，零食下午茶，定期体检，夜班补助，补充医疗保险，节假日加班费,西安华为云计算公司,计算机软件不需要融资10000人以上,['功能测试嵌入式测试性能测试']
测试工程师,8-13K,3-5年 本科,成都·武侯区·银泰城,员工旅游，带薪年假，补充医疗保险，节日福利，定期体检，五险一金，年终奖，零食下午茶,国星宇航,通信/网络设备B轮100-499人,['功能测试性能测试测试工作经验掌握软件测试理论和流程']
测试工程师,10-15K,3-5年 本科,北京·海淀区·西北旺,交通补助，定期体检，五险一金，免费班车，餐补，通讯补贴，补充医疗保险，员工旅游，带薪年假,北京鼎普科技,信息安全已上市500-999人,['Linux性能测试LoadRunnerWindows']
测试工程师,13-25K·13薪,3-5年 本科,佛山·顺德区·北滘,餐补，住房补贴，定期体检，包吃，年终奖，股票期权，五险一金，交通补助，加班补助，节日福利，员工旅游，全勤奖，零食下午茶，带薪年假，免费班车,美的it,计算机软件已上市10000人以上,['自动化测试性能测试功能测试安全测试SQLJmeter']
测试工程师,12-20K·13薪,3-5年 本科,深圳·南山区·科技园,,易讯天空网络,互联网未融资100-499人,['自动化测试APP测试功能测试性能测试']
测试工程师,5-10K,1年以内 本科,深圳·龙岗区,五险一金，加班补助，餐补，员工旅游，节日福利，全勤奖，包住,ORT,检测/认证不需要融资20-99人,['可靠性检测性能测试测试']
测试工程师,5-8K,1-3年 大专,惠州,,联和安业科技,通信/网络设备20-99人,['性能测试嵌入式测试硬件测试']
汽车电子测试工程师,10-15K·14薪,1-3年 本科,杭州·滨江区·长河,额外年休假，定期体检，加班补助，餐补，五险一金，员工旅游，补充医疗保险，工资不打折，年终奖，带薪年假,零跑科技,智能硬件已上市10000人以上,['自动化测试功能测试软件测试Python']
商户端测试工程师,12-17K·14薪,3-5年 本科,成都·武侯区·铁像寺,通讯补贴，补充医疗保险，团建聚餐，餐补，免费班车，年终奖，生日福利，节日福利，零食下午茶，带薪年假，五险一金，底薪加提成，加班补助,同程旅行,互联网已上市1000-9999人,['自动化测试性能测试接口测试白盒测试web端测试']
测试工程师,7-11K,1-3年 本科,上海·浦东新区·张江,年终奖，五险一金，加班补助，定期体检，股票期权,柠檬互联,企业服务A轮20-99人,['web自动化功能测试手机测试']
测试工程师,14-24K,3-5年 本科,北京·通州区,五险一金，补充医疗保险，免费班车，餐补,京东科技集团,互联网不需要融资1000-9999人,['功能测试性能测试自动化测试']
测试工程师,16-28K·15薪,5-10年 本科,嘉兴,宿舍有空调，生日福利，餐补，高温补贴，五险一金，通讯补贴，加班补助，包住，工龄奖，包吃，绩效奖金，团建聚餐，定期体检，年终奖，免费工装，法定节假日三薪，有无线网，带薪年假，员工旅游，节日福利,海得新能源,互联网未融资100-499人,['功能测试性能测试自动化测试测试工作经验']
测试工程师,4-5K,经验不限 大专,佛山·顺德区·陈村,零食下午茶，五险一金，生日福利，宿舍有空调，通讯补贴，年终奖，团建聚餐，培训，带薪年假，餐补，加班补助，高温补贴，节日福利，包住，绩效奖金，底薪加提成，节假日加班费，员工旅游，包吃,沃特检验集团,其他行业未融资1000-9999人,['功能测试性能测试安全测试负载测试']
测试工程师,10-15K·13薪,3-5年 本科,广州·海珠区·琶洲,节日福利，五险一金，带薪年假，零食下午茶，交通补助，餐补，年终奖，股票期权，定期体检，免费班车，补充医疗保险，员工旅游,阿里巴巴智能信息事业群,互联网已上市1000-9999人,['PythonJava自动化测试接口测试性能测试B/S端']
测试工程师,4-5K,1年以内 大专,无锡·新吴区·新安,,今腾电子,日化未融资100-499人,['autocad']
测试工程师,11-16K,3-5年 大专,东莞·清溪镇·香芒东路,员工旅游，补充医疗保险，定期体检，带薪年假，全勤奖，年终奖，加班补助，五险一金，免费班车，餐补，交通补助,联滔电子,电子/半导体/集成电路已上市,['计算机相关专业通信相关专业测试工作经验']
测试工程师,8-10K·13薪,经验不限 本科,湖州·长兴县·人民南路,包住，有无线网，交通补助，加班补助，生日福利，通讯补贴，节日福利，带薪年假，宿舍有空调，免费班车，定期体检，餐补，住房补贴，年终奖，团建聚餐，全勤奖，五险一金，免费工装,天能帅福得,新能源已上市1000-9999人,['性能测试功能测试']
测试工程师,10-15K,3-5年 大专,北京·大兴区·西红门,包吃，五险一金，带薪年假，年终奖,义利北冰洋,食品/饮料/烟酒不需要融资1000-9999人,['性能测试功能测试PythonSelenium']
汽车电子测试工程师,11-18K,3-5年 大专,保定·莲池区·农大西校区,,回城信息科技技术,计算机软件100-499人,['软件测试']
测试工程师,5-8K·13薪,1-3年 大专,温州·龙湾区·状元,员工旅游，餐补，全勤奖，年终奖，加班补助，带薪年假，保底工资，绩效奖金，零食下午茶，交通补助，生日福利，节日福利,易天科技,计算机软件未融资20-99人,['功能测试性能测试JMeterPostmanFiddler']
测试工程师,10-15K·14薪,3-5年 本科,深圳·南山区·科技园,零食下午茶，餐补，免费班车，加班补助，通讯补贴，年终奖，包吃，定期体检，交通补助，员工旅游，带薪年假，五险一金，股票期权，节日福利,顺丰科技,互联网不需要融资1000-9999人,['自动化测试Linux白盒测试性能测试JavaPython']
测试工程师,12-24K,3-5年 本科,北京·通州区·马驹桥,五险一金,水云计,互联网未融资0-20人,['功能测试性能测试压力测试JavaPythonPostman']
测试工程师,25-40K·14薪,3-5年 本科,上海·浦东新区·张江,节日福利，餐补，零食下午茶，交通补助，五险一金，员工旅游，股票期权，定期体检，包吃，补充医疗保险，带薪年假，年终奖,上海泰矽微,电子/半导体/集成电路A轮20-99人,['测试开发ATECPFT']
测试工程师,12-24K·15薪,1-3年 本科,深圳·南山区·西丽,餐补，股票期权，法定节假日三薪，五险一金，零食下午茶，年终奖，带薪年假，节日福利，绩效奖金，团建聚餐，绩效奖金，项目奖金，开工利是,深圳佰维科技有限公司,电子/半导体/集成电路已上市,['嵌入式测试终端测试ufsNAND Flash']
测试工程师,15-19K·14薪,1-3年 本科,成都·双流区·华阳,带薪年假，团建聚餐，定期体检，年终奖，有无线网，五险一金，零食下午茶,西瓜创客,互联网B轮500-999人,['功能测试性能测试JavaPythonShell自动化测试经验']
测试工程师,12-14K,在校/应届 本科,上海·浦东新区·张江,节日福利，员工旅游，通讯补贴，定期体检，年终奖，五险一金，补充医疗保险，零食下午茶，餐补，带薪年假,唯捷创芯,电子/半导体/集成电路未融资100-499人,['硬件测试']
测试工程师/13薪,11-20K·13薪,1-3年 本科,深圳·南山区·科技园,补充医疗保险，餐补，零食下午茶，年终奖，带薪年假，员工旅游，节日福利，定期体检，通讯补贴，五险一金,银信科技,计算机软件已上市1000-9999人,['功能测试性能测试自动化测试PythonJMeterJava']
PCBA测试工程师,7-10K,1-3年 大专,青岛,五险一金，带薪年假，加班补助，包吃，员工旅游，全勤奖，餐补，节日福利,三华惠海,电子/半导体/集成电路未融资100-499人,['自动化测试性能测试功能测试测试开发']
poc测试工程师,15-25K,1-3年 本科,北京·朝阳区·来广营,,中诚华隆,计算机软件未融资20-99人,['测试工作经验']
测试工程师助理,10-11K,在校/应届 本科,呼和浩特·赛罕区·乌兰察布路,全勤奖，年终奖,湖南新中天防雷检...,检测/认证不需要融资0-20人,['防雷检测']
NPI测试工程师,8-13K,1-3年 大专,苏州·吴中区·临湖,五险一金，补充医疗保险，定期体检,诺达佳,计算机硬件不需要融资100-499人,['功能测试性能测试自动化测试']
测试工程师,15-30K·16薪,3-5年 本科,上海·浦东新区·世纪公园,股票期权，年终奖，带薪年假，零食下午茶，节日福利,Soul App,社交网络D轮及以上1000-9999人,['接口测试移动端测试']
测试工程师,5-6K,1-3年 大专,苏州·相城区·繁花中心,,夏云天,电子商务20-99人,['MySQL']
测试工程师,8-13K,3-5年 本科,广州·海珠区·琶洲,生日福利，节日福利，带薪年假，定期体检，五险一金,广东佳耀,通信/网络设备不需要融资20-99人,['功能测试性能测试测试工作经验']
测试工程师（天津）,9-14K,经验不限 本科,天津·西青区·张家窝,五险一金，补充医疗保险，定期体检，节日福利,中电金信,计算机软件B轮10000人以上,['功能测试性能测试自动化测试PythonPostman']
FA测试工程师,11-13K·13薪,3-5年 本科,南京,五险一金，免费班车，住房补贴，餐补，加班补助,南京欣旺达,新能源已上市1000-9999人,['FA失效分析']
测试工程师,20-40K·16薪,3-5年 本科,北京·朝阳区·团结湖,年终奖，交通补助，零食下午茶，补充医疗保险，带薪年假，餐补，免费班车，员工旅游，通讯补贴，股票期权，五险一金，包吃，节日福利，住房补贴，定期体检,支付宝,移动互联网B轮10000人以上,['测试开发自动化测试测试工程师接口测试']
测试工程师,6-11K,3-5年 大专,武汉·江夏区·光谷,五险一金，加班补助，带薪年假，餐补，节日福利，零食下午茶,水顿智能,环保未融资20-99人,['测试测试工程师自动化测试性能测试']
测试工程师,9-10K,1-3年 大专,苏州·苏州工业园区·胜浦,股票期权，餐补，定期体检，员工旅游，节日福利，年终奖，带薪年假，交通补助，五险一金，加班补助,旭创科技,数据服务已上市1000-9999人,['测试工程师性能测试']
测试工程师,8-12K,3-5年 本科,杭州·西湖区·文三路,,惟领科技有限公司,新能源0-20人,['测试工作经验']
测试工程师,8-12K,3-5年 本科,北京·石景山区·古城,带薪年假，定期体检，餐补，健身房，节日福利，住房补贴，有无线网，补充医疗保险，年终奖，生日福利，交通补助，五险一金，通讯补贴,北京交大微联科技...,计算机服务未融资500-999人,['测试工程师']
测试工程师,13-16K,3-5年 大专,北京·朝阳区·国展,五险一金，年终奖，带薪年假，员工旅游,维思远达,计算机软件不需要融资20-99人,['功能测试系统测试']
测试工程师,7-8K,3-5年 本科,石家庄·裕华区·谈固,交通补助，底薪加提成，通讯补贴，餐补，绩效奖金，住房补贴，加班补助，节日福利，五险一金，带薪年假，股票期权,宜农科技,银行B轮1000-9999人,['测试工程师禅道接口测试性能测试系统测试']
测试工程师助理,7-9K,1年以内 大专,南昌·青山湖区·京东,交通补助，餐补，员工旅游，底薪加提成,南昌乃知文化传播,其他服务业未融资0-20人,['JavaPythonGolang']
测试工程师(急招),18-30K·14薪,3-5年 本科,北京·朝阳区·望京,定期体检，年终奖，零食下午茶，包吃，五险一金，带薪年假，节日福利,白龙马云行科技,互联网不需要融资100-499人,['功能测试自动化测试压力测试计算机相关专业']
